FNETID,pres,Year,datatype,BCAlbX,BCAlbY,BEC,Elevation,Aspect,Slope,CTI,Rugg9,Tave_sm,MSP,PAS
1804531,1,2002,PUB,1042924.693,509844.26,AT,1839,-0.860681593,8.005274773,11.17192745,0.099592611,8.6,409,2433
1806375,0,1998,NA,1019276.612,509741.027,MH,1025,0,1.858703852,19.37717247,0.0623006,13.8,369,532
1808467,0,2002,NA,1020476.612,509641.027,MH,1218,-0.983016908,15.4853487,10.22337151,0.024975907,12,476,1030
1808487,1,1998,PUB,1022517.249,509671.809,AT,1539,-0.914546013,25.43997955,11.90322971,0.093715906,11.4,371,1033
1810796,0,1998,NA,1045376.612,509541.027,MH,1334,0.840713918,26.86607933,12.38353062,0.053972315,12.2,308,990
1812644,1,2003,PUB,1022192.619,509410.201,AT,1544,0.29772687,16.26664734,10.44206333,0.043531723,10.5,506,967
1814732,1,2002,PUB,1022941.565,509391.011,AT,1480,-0.99522686,36.1196022,11.13401127,0.071817845,10.8,468,1392
1814743,1,2004,PUB,1024047.878,509339.319,AT,1618,-0.667388201,30.06399345,10.65101242,0.047317035,11,761,1206
1816810,1,2004,PUB,1022796.863,509238.097,AT,1620,0,4.609363556,11.18594742,0.086045533,11,766,1154
1816821,1,2009,PUB,1023837.471,509198.906,AT,1623,-0.953080654,22.42782784,9.949954033,0.0495678,10.4,512,1287
1816824,1,2001,PUB,1024148.877,509239.098,AT,1644,-0.177500412,11.77204037,11.40986061,0.070304304,9.3,728,984
1818898,1,2005,PUB,1023600.797,509165.486,AT,1598,-0.993404925,27.11839104,9.879512787,0.053833198,10.1,659,1440
1818908,1,2004,PUB,1024552.55,509155.039,AT,1604,-0.024461646,43.53922272,10.35996151,0.075027652,11.2,763,1186
1818965,0,1998,NA,1030276.612,509141.027,MH,1401,0.630200803,10.76614952,10.98294449,0.042617138,12.1,258,847
1820972,1,2004,PUB,1022997.632,509073.156,AT,1624,0,1.449879289,11.74381733,0.08634261,11,767,1184
1820975,1,1998,PUB,1023256.535,509001.89,AT,1625,-0.98949194,12.18985271,11.59694767,0.085153647,11,374,1195
1820980,1,2005,PUB,1023750.559,509076.476,AT,1620,-0.984379292,6.878712177,12.70677567,0.061947197,10,661,1473
1821016,0,2004,NA,1027376.612,509041.027,MH,1256,0.24164255,7.051280499,12.39890194,0.006270703,12.9,607,813
1823058,1,2004,PUB,1023614.281,508939.05,AT,1628,0.881384194,5.906573772,11.47894764,0.056811862,11,767,1213
1823286,0,2009,NA,1046376.612,508941.027,MH,1050,0.992916167,9.082089424,11.04383564,0.097367652,12.9,374,880
1826930,0,1997,NA,994776.612,508741.027,MH,1099,-0.489748746,9.376249313,10.45342255,0.061770685,13,1355,1689
1829523,0,1999,NA,1046076.612,508641.027,MH,936,-0.256211609,13.32269192,14.14735031,0.104012668,12.3,411,1073
1831567,0,1997,NA,1042476.612,508541.027,AT,1633,0.999775529,10.82910728,11.55746651,0.050848879,9.7,822,2916
1835504,0,1997,NA,1020176.612,508341.027,MH,1113,0,3.938724041,11.88793659,0.067118801,12.6,958,1299
1835583,0,1999,NA,1028076.612,508341.027,MH,1169,0.955579996,10.74568081,15.33672142,0.016829031,11.7,393,1307
1837740,0,1997,NA,1035776.612,508241.027,MH,982,0.063662842,27.00834274,12.68418789,0.011109623,13.1,627,944
1837795,0,2004,NA,1041276.612,508241.027,MH,1328,-0.746652842,29.0781765,9.79715538,0.068396017,12.2,578,927
1837805,0,1997,NA,1042276.612,508241.027,AT,1619,-0.986263394,13.19599533,11.22538757,0.057666637,9.8,799,2778
1839656,0,1997,NA,1019376.612,508141.027,MH,1071,-0.877196074,25.34994888,11.34367657,0.033041399,12.8,965,1249
1841800,0,2005,NA,1025776.612,508041.027,MH,1337,0.984915674,8.946120262,12.44546604,0.01087509,11.4,591,1030
1841805,0,2004,NA,1026276.612,508041.027,MH,1273,0.774678111,16.43522072,12.43458366,0.004160469,12.8,640,808
1841950,0,2003,NA,1040776.612,508041.027,MH,1138,-0.599515617,19.55762291,11.73695564,0.036276452,12.2,355,594
1844141,0,1996,NA,1051876.612,507941.027,MH,955,0.658101976,20.58531952,11.04138088,0.033838153,12.7,336,638
1846087,0,1996,NA,1038476.612,507841.027,MH,925,-0.630434692,32.97237396,14.7382288,0.016669568,13.1,346,586
1854286,0,2006,NA,1026376.612,507441.027,MH,1173,0.977206886,7.431249619,14.65196514,0.010357892,12.3,254,750
1858605,0,1997,NA,1042276.612,507241.027,AT,1737,0.704276979,30.55950356,11.79879379,0.032068323,9.1,815,3050
1862750,0,1995,NA,1040776.612,507041.027,MH,1063,0.3824085,45.80684662,11.7002058,0.040334065,12.4,362,853
1862793,0,1996,NA,1045076.612,507041.027,MH,1300,0,0,19.4139328,0.025172103,11.3,410,1445
1864406,0,1997,NA,998376.612,506941.027,MH,1181,-0.989598453,28.44192123,11.29705048,0.054931831,12.5,1384,1840
1868828,0,2013,NA,1024576.612,506741.027,MH,1071,0.526271999,10.39898396,12.00440407,0.042586152,12.7,453,771
1872737,0,2002,NA,999476.612,506541.027,MH,1111,-0.560819149,14.1466217,12.26128387,0.023712818,12.7,623,1190
1874978,0,1999,NA,1015576.612,506441.027,AT,1334,0.234194919,17.07323265,10.91269302,0.071873419,10.8,607,1544
1875303,0,2012,NA,1048076.612,506441.027,MH,1238,0.676416099,36.02365494,12.22175121,0.043659635,11.3,347,1314
1877278,0,1996,NA,1037576.612,506341.027,AT,1649,0,1.132259846,12.16701126,0.082463391,9.8,448,1845
1878965,0,2004,NA,998276.612,506241.027,MH,1015,0.976247311,25.41771126,11.12001419,0.070006475,13.9,1039,746
1879412,0,1997,NA,1042976.612,506241.027,AT,1647,0.971553922,26.94968224,11.76310253,0.014992326,9.5,851,3111
1885190,0,2009,NA,996776.612,505941.027,MH,1221,-0.96062535,39.45306396,10.65382576,0.095306583,12.3,721,1244
1887296,0,1995,NA,999376.612,505841.027,MH,1098,0.856095195,31.61979675,11.4737196,0.076210588,12.6,668,1192
1893607,0,1998,NA,1006476.612,505541.027,AT,1483,-0.974305332,20.66656876,11.79475021,0.05796051,11.5,512,1018
1898095,0,1998,NA,1039276.612,505341.027,AT,1457,-0.153162569,43.56484222,10.58377075,0.024813993,11.7,340,1252
1900197,0,1998,NA,1041476.612,505241.027,MH,1009,-0.979082167,37.72913742,11.14193249,0.044598896,13.7,290,627
1912342,0,2005,NA,1007976.612,504641.027,AT,1447,-0.87461555,35.22687149,9.558300018,0.099104799,10.7,992,1276
1918788,0,2002,NA,1028576.612,504341.027,MH,1090,-0.967021346,33.83545303,11.08993149,0.033415146,12.6,398,965
1918950,1,2012,PUB,1044793.196,504321.993,AT,1434,0.887197733,10.70141315,10.87646484,0.070035018,10.5,431,2077
1918985,0,1998,NA,1048276.612,504341.027,AT,1431,-0.734481573,26.43302536,9.650734901,0.146789744,11.9,295,1013
1923051,0,1998,NA,1038876.612,504141.027,AT,1800,-0.361673266,17.4846859,10.25710773,0.103761367,10,375,1936
1924878,0,2012,NA,1013576.612,504041.027,MH,1004,-0.449827075,13.30406284,14.34117317,0.048064526,12.7,519,989
1924920,0,1996,NA,1017776.612,504041.027,MH,1117,-0.959206045,24.4987545,10.26539135,0.078077435,12.4,554,1048
1925123,0,1997,NA,1038076.612,504041.027,AT,1666,0.713515222,26.41612244,9.96714592,0.074108921,9.8,916,2860
1933309,0,1997,NA,1024676.612,503641.027,MH,1206,-0.256535441,9.973773956,10.94843292,0.018795248,12.1,875,1500
1935598,1,2002,PUB,1045541.924,503555.37,AT,1901,0.819880366,7.56563139,9.088212013,0.104724839,8.3,444,2771
1939684,0,2004,NA,1038176.612,503341.027,MH,1220,0.98187077,41.42948532,10.81838799,0.019112952,12.7,751,1015
1939955,0,1996,NA,1065276.612,503341.027,MH,1099,-0.991159976,23.92883301,11.10572433,0.035518598,11.8,406,867
1939965,0,1998,NA,1066276.612,503341.027,MH,1192,-0.801298261,7.730659008,10.83319664,0.058646496,12.5,337,784
1943747,1,1999,PUB,1028520.062,503189.404,AT,1686,-1,15.64224625,10.77070236,0.087845035,8.9,577,2236
1943747,1,2012,PUB,1028445.744,503134.814,AT,1686,-0.193674877,14.98659897,10.5425415,0.109892763,9.2,496,1910
1943912,0,1995,NA,1044976.612,503141.027,AT,1794,-0.936981201,28.41467857,10.50072289,0.117298737,8.8,491,2529
1943934,1,2004,PUB,1047190.04,503153.781,AT,1819,0.307897836,11.44164944,12.82167625,0.044210833,9.6,643,1837
1944112,0,1996,NA,1064976.612,503141.027,MH,1067,-0.140273526,15.19120884,12.93533516,0.036646903,11.9,408,828
1945594,0,1997,NA,1005176.612,503041.027,MH,948,0.68315047,19.3021183,10.94289303,0.098845303,13.5,1346,1223
1945825,1,2002,PUB,1028318.674,502996.341,AT,1659,-0.299170375,14.41123962,11.21127796,0.108450055,9.7,499,1731
1945826,1,2003,PUB,1028374.608,503084.648,AT,1655,-0.080262199,16.02584267,10.56915188,0.102392033,9.8,525,1203
1947858,0,1995,NA,1023576.612,502941.027,MH,1360,0.992825568,10.20445538,11.93300343,0.030089485,11.2,506,1264
1949912,0,2004,NA,1020976.612,502841.027,MH,1299,-0.70231545,24.01205254,11.40523338,0.021982264,12.5,791,895
1951990,0,1998,NA,1020776.612,502741.027,AT,1313,-0.77322185,11.84179878,11.46569443,0.037103157,12.3,395,896
1952064,1,2012,PUB,1028162.907,502698.366,AT,1655,-0.191344962,11.66278839,10.78821564,0.095587365,9.4,486,1870
1954099,0,1998,NA,1023676.612,502641.027,MH,1334,0,2.560638905,11.54636002,0.016391236,12.3,367,873
1954307,1,1991,PUB,1044432.111,502678.952,AT,1813,-0.908138692,34.76669693,9.575395584,0.118264094,8.2,551,2800
1954550,0,1998,NA,1068776.612,502641.027,MH,838,-0.962171316,40.31045151,12.26402283,0.027446134,14.1,322,431
1956138,0,1999,NA,1019576.612,502541.027,AT,1643,-0.992965639,15.74207497,11.45961857,0.07978943,9.1,654,2282
1956154,1,2002,PUB,1021127.994,502505.288,AT,1437,-0.983963311,5.295366287,11.49354649,0.036137898,10.9,503,1467
1956418,1,2002,PUB,1047579.074,502575.297,AT,1562,0.732442498,15.70996475,10.47876072,0.084734879,10.2,343,1732
1960285,0,1998,NA,1018276.612,502341.027,AT,1390,-0.302114725,10.91899681,11.54899883,0.036619306,11.9,430,1000
1964495,1,2012,PUB,1023228.392,502150.279,MH,1335,0.995761633,8.356695175,11.02446556,0.016198995,11,464,1438
1964662,1,2002,PUB,1039957.918,502123.026,AT,1608,-0.239132985,16.977005,10.22690296,0.055172294,9.9,448,2023
1966792,0,2004,NA,1044976.612,502041.027,AT,1419,0.644556344,23.91719818,11.57684708,0.041935015,11.7,686,1409
1970918,0,2006,NA,1041576.612,501841.027,MH,1225,-0.046748623,16.6501503,9.633570671,0.024874935,11.7,295,1049
1970926,0,1997,NA,1042376.612,501841.027,MH,1140,0,0.405135602,18.53100014,0.028956849,12.1,857,1766
1972764,0,2003,NA,1018176.612,501741.027,MH,1134,0.810935378,33.01737976,11.25080585,0.045328304,12.5,592,678
1972847,0,2006,NA,1026476.612,501741.027,MH,1249,0.933622956,9.346643448,11.42025852,0.039664846,11.9,321,904
1973042,0,2006,NA,1045976.612,501741.027,MH,990,-0.942289591,27.41646385,9.669538498,0.10635291,12.7,231,708
1977220,0,2002,NA,1047776.612,501541.027,MH,1463,0.700082183,11.49166965,10.54741192,0.135020226,10.7,334,1414
1977252,0,1998,NA,1050976.612,501541.027,MH,950,-0.994015753,54.49452972,9.971286774,0.088798903,13.9,277,470
1978976,0,2002,NA,1015376.612,501441.027,MH,1074,-0.937232852,20.07543945,12.62498283,0.031319417,12.8,559,965
1979037,0,1997,NA,1021476.612,501441.027,MH,1051,0.981457353,22.16788101,10.74366665,0.043114178,12.9,975,1353
1979320,0,2004,NA,1049776.612,501441.027,MH,1022,-0.946190178,18.32757378,11.66161823,0.047059331,13.5,580,551
1979337,0,1996,NA,1051476.612,501441.027,MH,988,-0.972903132,49.14745712,11.25191689,0.054638617,12.7,337,666
1979339,0,1998,NA,1051676.612,501441.027,MH,927,-0.978766263,45.50782394,11.67751598,0.05089023,14,276,456
1987238,0,2012,NA,1009576.612,501041.027,MH,1094,0.307181954,36.44285965,9.513581276,0.030754372,12.3,568,1029
1989569,0,1999,NA,1034676.612,500941.027,AT,1427,0,4.322259426,11.79288769,0.08714737,10.3,545,1929
1989643,0,2005,NA,1042076.612,500941.027,MH,1110,0.696726739,17.74517822,10.34974194,0.03862574,12,523,790
1991498,0,1998,NA,1019576.612,500841.027,AT,1289,-0.81080997,30.95728302,10.41456604,0.032663226,12.5,415,870
1991502,0,1998,NA,1019976.612,500841.027,MH,1177,-0.976259589,31.20088959,12.85673332,0.041951969,13,405,769
1994032,0,1997,NA,1064976.612,500741.027,MH,1250,0.93330425,15.86156845,10.46865273,0.05135157,11,746,1750
1999756,0,1998,NA,1013376.612,500441.027,MH,1110,0.073257893,14.81093788,10.54057121,0.078220412,13.4,398,553
2002017,0,1998,NA,1031476.612,500341.027,MH,1104,0.703524351,24.600914,11.10524082,0.087433897,13.4,362,607
2004464,1,2004,PUB,1068183.539,500276.519,AT,1330,-0.929394126,16.53535652,10.42474842,0.045749713,11.9,684,957
2004469,1,2000,PUB,1068682.751,500236.48,AT,1403,-0.887836516,8.238889694,11.14277363,0.079414271,10.7,580,1169
2007969,0,2002,NA,1002676.612,500041.027,MH,1041,0.054656733,26.65376282,11.76183605,0.040136643,12.9,678,1033
2008124,0,1999,NA,1018176.612,500041.027,AT,1427,0.780483127,12.91907406,10.7640543,0.045713354,10.3,577,1783
2008317,1,2007,PUB,1037522.159,500073.263,AT,1655,0.859090745,21.14313698,10.00045204,0.08001332,9.7,533,2699
2010200,0,1998,NA,1017776.612,499941.027,AT,1335,-0.421429038,24.28867722,10.96975994,0.058313441,12.2,390,843
2012252,0,1997,NA,1014976.612,499841.027,MH,1162,0.651986182,16.58735657,10.66784668,0.052437771,12.5,1060,1349
2020609,0,1998,NA,1018676.612,499441.027,MH,1140,0.999420226,52.36901474,10.76668358,0.049058609,13.2,379,599
2023188,0,1998,NA,1068576.612,499341.027,MH,1140,-0.195272207,17.47227097,9.870532036,0.09235853,12.7,328,710
2024896,0,2013,NA,1031376.612,499241.027,MH,1386,0.480951041,21.24449348,10.89552498,0.077907041,10.8,629,1237
2026866,0,1998,NA,1020376.612,499141.027,MH,1129,0.655112445,39.00220108,10.31993008,0.043474738,13.3,371,648
2029016,0,1996,NA,1027376.612,499041.027,MH,1137,-0.598165333,30.5087204,12.38708019,0.026930539,12.2,552,970
2029198,0,2004,NA,1045576.612,499041.027,MH,1229,-0.640334368,32.72419739,9.652593613,0.033685662,12.7,569,737
2031521,1,1997,FS,1069836.17,498939.19,AT,1264,-0.994285524,38.9417305,10.1447525,0.047288213,11.1,711,1782
2031521,1,1998,FS,1069901.9,498923.85,AT,1264,-0.994172692,39.07526398,10.51725197,0.044507157,12.3,305,822
2033297,0,2004,NA,1039476.612,498841.027,AT,1310,-0.880283535,27.65677452,11.03535366,0.021244755,12.3,693,976
2037759,0,1996,NA,1069676.612,498641.027,MH,1340,0.575982809,11.56331062,10.88542652,0.110130124,11,379,1147
2041607,0,1995,NA,1038476.612,498441.027,MH,1356,0.020558119,22.41948509,10.78883839,0.022890162,11.1,528,1644
2041674,0,1997,NA,1045176.612,498441.027,MH,1420,0,4.465877533,12.09600067,0.055779915,11,694,1714
2043669,1,2006,PUB,1036702.711,498346.713,AT,1557,-0.817579269,13.71932697,11.59561443,0.099527903,10.3,356,1565
2045666,0,1997,NA,1028376.612,498241.027,MH,1245,0.843397617,25.21652794,10.3310051,0.059787139,11.9,1218,1691
2045751,1,2012,PUB,1036854.42,498248.801,AT,1588,0,3.505715847,12.0029211,0.099573113,9.8,527,2189
2049859,0,2012,NA,1031676.612,498041.027,MH,1278,-0.925522625,11.37899494,11.91213799,0.034200974,11.2,575,1474
2049909,0,1997,NA,1036676.612,498041.027,AT,1511,0.749007702,42.80477142,9.980187416,0.067372076,10.5,1100,2663
2050258,0,1995,NA,1071576.612,498041.027,MH,1235,-0.999349892,41.16069794,11.42419815,0.059812382,11.3,398,1149
2051920,0,1998,NA,1029776.612,497941.027,MH,985,0.373428732,12.89123058,10.63612652,0.015250029,14,459,583
2055878,0,1999,NA,1009576.612,497741.027,MH,1169,-0.334435076,26.9858799,12.0039444,0.095627397,11.6,735,1551
2056099,1,1997,FS,1031719.03,497691.26,AT,1313,-0.857633829,7.884464264,12.36945534,0.015126735,11.4,1224,1944
2056103,0,1996,NA,1032076.612,497741.027,AT,1313,-0.413990825,8.368618011,14.22216797,0.022686994,11.2,600,1349
2060256,1,1998,FS,1031406.41,497496.67,AT,1383,-0.955088675,7.523115635,11.01537228,0.024446558,11.8,475,1035
2062414,0,1998,NA,1039176.612,497441.027,AT,1579,0.923679769,23.36527443,11.14823532,0.075172707,11.1,370,1367
2064368,1,1997,FS,1026549.23,497307.7,MH,1153,-0.984290659,27.0901165,13.46694756,0.090840183,12.4,1210,1554
2068949,0,1995,NA,1068676.612,497141.027,MH,1220,0.119773552,13.17679787,10.6299963,0.015072105,11.4,406,1032
2070664,1,1997,FS,1032183.28,497004.8,AT,1387,-0.29304108,14.24275875,10.78093433,0.01416496,10.9,1297,2164
2070721,0,2003,NA,1037876.612,497041.027,MH,1048,0.999859989,9.370441437,12.62147141,0.040899675,12.6,530,729
2070862,0,2009,NA,1051976.612,497041.027,MH,1066,-0.559130847,12.18826866,10.09278965,0.04161863,12.7,345,764
2072750,1,1997,FS,1032826.37,496975.63,AT,1429,-0.985558271,17.91343117,11.70932865,0.050458271,10.8,1296,2240
2072752,1,1997,FS,1032929.47,496976.77,AT,1428,-0.996408284,15.42518806,11.88186455,0.051661078,10.8,1286,2234
2072752,1,1998,FS,1032953.91,496941.74,AT,1452,-0.976211131,7.873673439,11.18871784,0.075926512,11.5,500,1184
2074819,1,1995,PUB,1031632.56,496830.697,MH,1298,-0.49692443,12.28917694,13.86983871,0.027567169,11.3,668,1339
2078930,1,1997,FS,1026752.48,496660.77,AT,1523,-0.964337289,8.689139366,11.46817017,0.063009284,10.4,1287,2152
2081012,1,2001,PUB,1026987.601,496496.724,AT,1565,-0.900100172,21.73276329,10.899086,0.076602325,9.4,986,1016
2081148,0,2005,NA,1040576.612,496541.027,MH,1202,0.982190311,26.39051819,10.92798901,0.081231199,11.6,493,820
2085108,0,2002,NA,1020576.612,496341.027,MH,1267,-0.765069485,28.34759712,9.827419281,0.078541324,11.8,545,1092
2085219,1,1998,FS,1031716.35,496339.94,AT,1401,-0.916232169,24.33985329,11.06072235,0.051805284,11.7,509,1104
2085222,1,1997,FS,1031948.18,496377.26,AT,1332,-0.956098437,21.41695786,10.491395,0.042446654,11.2,1305,2074
2085419,0,2004,NA,1051676.612,496341.027,MH,1078,-0.960260928,6.455611706,11.23088837,0.029846663,13.1,576,607
2089375,1,2003,PUB,1031229.899,496097.111,MH,1102,0.099094704,28.48187065,11.55629349,0.033044696,12.4,634,685
2089415,1,2002,PUB,1035306.423,496147.851,AT,1770,0,2.8624053,12.20606995,0.115417011,9.2,607,2262
2091516,0,1997,NA,1037376.612,496041.027,AT,1282,-0.532468379,43.15050888,11.11131001,0.027886851,11.5,1099,2252
2095784,0,1998,NA,1048176.612,495841.027,MH,1093,0.206684723,21.97523499,10.81100559,0.009965873,13.2,265,619
2097645,1,2009,PUB,1026320.625,495721.3438,AT,1708,-0.069092944,10.36636448,10.90900326,0.095257699,9.8,688,1447
2104119,0,1998,NA,1049676.612,495441.027,MH,1006,-0.999935031,24.52557373,14.1539011,0.057375215,13.5,273,575
2110590,0,1998,NA,1072776.612,495141.027,MH,1379,-0.544231474,10.54696751,10.89134121,0.044233534,11.8,279,981
2112314,0,1999,NA,1037176.612,495041.027,AT,1733,0.898170233,18.88760376,10.22943974,0.081416756,8.8,667,2889
2118408,0,1998,NA,1022576.612,494741.027,MH,910,-0.232200801,12.61200619,15.77327633,0.038445085,14.3,490,474
2124486,1,2013,PUB,1006349.642,494433.25,AT,1356,-0.890285254,19.74285316,10.18235588,0.146330655,11.2,938,1558
2124652,0,2002,NA,1022976.612,494441.027,MH,1088,-0.835345984,30.41144943,10.43627453,0.046786837,12.6,648,1006
2124736,0,1998,NA,1031376.612,494441.027,AT,1567,-0.979151249,25.68656921,11.73402882,0.025345979,11,532,1313
2126678,0,2013,NA,1017576.612,494341.027,AT,1461,-0.964795768,28.9324398,12.04414177,0.026064554,10.5,1003,1493
2126887,0,2008,NA,1038476.612,494341.027,MH,1167,0.24164255,28.64828682,10.75582886,0.055111259,10.8,527,1207
2127007,0,2004,NA,1050476.612,494341.027,MH,1124,-0.321636409,31.92194557,9.855772972,0.048904136,13,583,750
2130731,0,2005,NA,1006876.612,494141.027,MH,1231,0.540173292,29.90884399,10.45036697,0.082855977,11.8,1071,1233
2130984,0,2004,NA,1032176.612,494141.027,AT,1691,-0.34083572,22.00420952,10.06873608,0.100317404,10.5,1130,1485
2132882,0,2004,NA,1013976.612,494041.027,MH,1036,-0.68191731,9.340815544,12.60836601,0.04582949,13.8,1279,702
2135195,0,1998,NA,1037276.612,493941.027,MH,1371,-0.426561922,21.04090118,10.05100632,0.02410917,12,420,1052
2137206,0,1997,NA,1030376.612,493841.027,AT,1534,-0.190303981,29.71346092,10.02986336,0.052895062,10.4,1409,2450
2137211,1,2009,PUB,1030916.41,493885.858,AT,1706,-0.96889168,23.97713661,10.41152287,0.085678101,9.8,747,1642
2137297,0,1997,NA,1039476.612,493841.027,MH,1189,-0.860714614,15.89127254,10.73266792,0.091423504,12,850,1584
2137466,0,1998,NA,1056376.612,493841.027,MH,1088,-0.954803586,9.074987411,11.044631,0.061038643,13,261,601
2141605,0,1999,NA,1054276.612,493641.027,MH,1173,0.367538482,23.79885292,12.40107346,0.03334488,11,382,1562
2143904,1,1999,FS,1076220.05,493514.88,MH,1326,-0.544019163,20.68463516,10.25270271,0.061965566,10.5,359,1671
2145457,0,1997,NA,1023476.612,493441.027,MH,1287,0.721876562,21.60745049,11.72485447,0.042614125,11.7,1314,1566
2147671,0,1997,NA,1036876.612,493341.027,MH,1204,0.055381246,15.79609966,11.44278526,0.015624341,11.8,1088,1831
2150133,1,1998,FS,1075086.2,493243.68,AT,1365,-0.916213632,16.61493301,10.41966915,0.028279057,11.8,274,987
2152215,1,1999,FS,1075257.6,493142.62,AT,1390,-0.999863684,15.70996475,11.73255253,0.035349905,10,384,1813
2154293,1,1998,FS,1075120.26,493047.01,AT,1413,-0.872731507,16.48871994,11.13301373,0.042413123,11.6,274,1044
2160108,0,1997,NA,1032576.612,492741.027,MH,1251,0.957554102,21.84937668,10.78517151,0.049542367,11.6,1384,1997
2162412,0,2003,NA,1054976.612,492641.027,MH,952,0.996607184,49.63238144,9.600607872,0.034146816,12.8,342,481
2164123,0,2007,NA,1018076.612,492541.027,MH,1060,0.969721079,31.59711266,11.96016788,0.069297321,12.7,862,1466
2168903,0,1997,NA,1080076.612,492341.027,MH,1169,-0.995483518,35.29811478,11.677742,0.052360818,11.6,525,1714
2176883,0,1998,NA,1046076.612,491941.027,MH,962,-0.972415149,10.91407394,11.54946041,0.034596667,13.8,294,504
2200073,0,1996,NA,1077076.612,490841.027,MH,1224,0.935417295,7.080444813,11.29611969,0.039022658,11.4,309,1024
2201687,0,1996,NA,1030476.612,490741.027,AT,1246,-0.89087826,24.41459465,9.85047245,0.06520278,11.4,675,1350
2202179,0,1996,NA,1079676.612,490741.027,MH,1191,0.918956459,35.82391357,9.565553665,0.040091243,11.7,299,963
2207737,0,1995,NA,1011476.612,490441.027,MH,1325,-0.913055182,26.11221886,10.49068165,0.064571425,11.4,1038,1638
2207966,0,2003,NA,1034376.612,490441.027,AT,1300,-0.77400279,19.92710876,10.65174866,0.086942039,11.3,635,971
2208409,1,2007,PUB,1078630.621,490392.996,AT,1474,0.101532809,22.57759857,10.10549927,0.08752244,10.6,308,1894
2209865,0,1996,NA,1016276.612,490341.027,MH,1122,-0.425072074,18.28660011,11.47069454,0.06868998,12.3,890,1246
2216068,0,2003,NA,1012576.612,490041.027,MH,973,-0.950857878,39.18333435,11.20450211,0.034521032,13.3,947,626
2216402,0,1995,NA,1045976.612,490041.027,MH,1228,-0.941398263,8.012138367,13.83332157,0.061519481,11.6,457,1249
2224647,0,2004,NA,1038476.612,489641.027,CWH,972,0.174138516,16.60390854,10.098629,0.055235874,13.6,761,624
2234946,0,1996,NA,1028376.612,489141.027,AT,1275,-0.855839789,20.28339005,10.2057209,0.040241007,11.2,701,1415
2235127,0,1995,NA,1046476.612,489141.027,MH,1058,0.714996517,15.88807201,10.80495358,0.023569178,12.3,445,964
2243247,0,2002,NA,1026476.612,488741.027,MH,886,-0.596528471,17.17116928,12.50272083,0.077586606,13.2,694,874
2243256,0,1995,NA,1027376.612,488741.027,MH,1280,-0.898318112,18.10965347,11.10329151,0.062707499,11.3,775,1363
2268265,0,1997,NA,1032276.612,487541.027,MH,1185,-0.903119206,23.15785789,12.00551033,0.036673371,11.7,1509,1982
2268272,0,2005,NA,1032976.612,487541.027,AT,1371,-0.886861503,22.20138741,9.940651894,0.038156487,10.7,983,1467
2278654,0,1998,NA,1031176.612,487041.027,MH,1210,-0.954339147,25.49146461,11.36457253,0.065748334,12.4,569,955
2287006,0,1997,NA,1034376.612,486641.027,MH,1306,-0.915399671,31.5724926,9.69721508,0.11083024,11.1,1409,2046
2291617,0,2002,NA,1079476.612,486441.027,MH,1097,-0.894532263,7.641405106,11.21902943,0.041197035,11.8,239,963
2304119,0,2005,NA,1081676.612,485841.027,MH,1230,-0.988576174,12.61543465,11.82745552,0.025475867,11.2,351,855
2306178,0,1998,NA,1079576.612,485741.027,MH,1112,0.545566916,20.4240303,10.89134121,0.021322934,12.8,216,616
2306194,0,1997,NA,1081176.612,485741.027,MH,1188,-0.989181995,25.58101845,11.76747322,0.022635566,11.4,559,1616
2335344,0,2009,NA,1084176.612,484341.027,MH,1094,-0.91130811,5.718564987,12.61337471,0.033818278,12.5,287,783
2337408,0,1998,NA,1082576.612,484241.027,MH,1212,-0.861219406,7.184696198,11.1566782,0.026952108,12.4,229,727
2341555,0,1996,NA,1081276.612,484041.027,MH,1178,0.988065362,24.97037315,12.17182255,0.023974854,11.7,284,902
2351970,0,1999,NA,1082776.612,483541.027,MH,1224,-0.909850597,8.05505085,11.85879421,0.034866426,10.6,314,1369
2395205,1,1997,PUB,1038311.377,481439.444,AT,1326,-0.836622238,14.57550621,11.65593147,0.070522547,10.9,1764,2748
2403538,0,1998,NA,1039576.612,481041.027,AT,1310,-0.808996677,21.23428726,10.15563774,0.060682133,11.9,657,1278
2405624,0,1996,NA,1040176.612,480941.027,MH,1254,-0.284571737,16.89629364,10.40188026,0.041172829,11.2,825,1708
2407700,0,1998,NA,1039776.612,480841.027,AT,1345,0,3.097377062,10.4924345,0.065410569,11.7,657,1320
2413979,0,1998,NA,1043676.612,480541.027,MH,961,-0.728915155,42.98900604,10.82196522,0.059156157,13.5,562,735
2430480,0,2008,NA,1029776.612,479741.027,MH,1115,-0.784383774,14.18796444,10.92220783,0.076463297,10.8,915,1367
2451273,0,1997,NA,1029076.612,478741.027,MH,1157,0.436309904,35.11821747,10.46035099,0.07412409,11.9,1736,2030
2468187,0,1998,NA,1056476.612,477941.027,MH,1223,-0.983739853,22.31473732,10.10088634,0.039355997,12.3,466,1418
2497128,0,1998,NA,1038576.612,476541.027,CWH,1181,0.549001992,8.828762054,10.75227833,0.21837084,12.3,549,1041
2501302,0,1999,NA,1039976.612,476341.027,CWH,1040,0.999569356,10.20782661,11.04541302,0.061958972,11.5,870,1638
